Table 1 - Investments other than derivatives,,,,,,,,,,,,
Portfolio Holdings Information for:,Future Fund,,,,,,,,,,,
Reporting Date: ,31/12/2025,,,,,,,,,,,
,,,,,,,,,,,,
Asset Class,Internally or Externally Managed,Name of Institution,Name of Issuer / Counterparty,Name / Investment Item,Name of Investment Manager,Currency,Security Identifier,% Ownership, Units Held ,Value (AUD),Weighting (%),
Listed Equity,,,,Ayala Corp.,,,B09JBT3,,"170,039","2,028,378",0.00%,
Listed Equity,,,,Azrieli Group Ltd.,,,B5MN1W0,,"14,019","2,377,927",0.00%,
Listed Equity,,,,BAE Systems Plc,,,0263494,,"2,892,169","99,987,286",0.04%,
Listed Equity,,,,"Baidu, Inc.",,,B0J2D41,,"444,000","11,248,786",0.00%,
Listed Equity,,,,Bajaj Auto Ltd.,,,B2QKXW0,,"89,103","13,889,620",0.01%,
Listed Equity,,,,Bajaj Finance Ltd.,,,BTFGH15,,"509,356","8,386,143",0.00%,
Listed Equity,,,,Bajaj Finserv Ltd.,,,BMTWGK2,,"264,401","8,998,780",0.00%,
Listed Equity,,,,Baker Hughes Co.,,,BDHLTQ5,,"279,308","19,074,284",0.01%,
Listed Equity,,,,Ball Corp.,,,2073022,,"145,994","11,596,764",0.00%,
Listed Equity,,,,Banca Mediolanum SpA,,,BYWP840,,"111,380","3,819,263",0.00%,
Listed Equity,,,,Banca Monte dei Paschi di Siena SpA,,,BK93RS6,,"892,023","14,343,439",0.01%,
Listed Equity,,,,Banco Bilbao Vizcaya Argentaria SA,,,5501906,,"4,173,021","147,357,212",0.05%,
Listed Equity,,,,Banco BPM SpA,,,BYMD5K9,,"819,568","18,793,273",0.01%,
Listed Equity,,,,Banco Bradesco SA,,,B00FM53,,"4,833,649","25,584,951",0.01%,
Listed Equity,,,,Banco Bradesco SA,,,B00FM86,,"1,010,143","4,569,673",0.00%,
Listed Equity,,,,Banco Comercial Português SA,,,BZCNN35,,"4,781,823","7,547,531",0.00%,
Listed Equity,,,,Banco de Chile SA,,,2100845,,"12,218,706","3,536,262",0.00%,
Listed Equity,,,,Banco de Credito e Inversiones SA,,,2069355,,"110,019","10,686,870",0.00%,
Listed Equity,,,,Banco de Sabadell SA,,,B1X8QN2,,"3,749,314","22,219,963",0.01%,
Listed Equity,,,,Banco do Estado do Rio Grande do Sul SA,,,B23F8S9,,"1,596,600","6,851,011",0.00%,
Listed Equity,,,,Banco Santander Chile SA,,,2000257,,"30,578,055","3,616,175",0.00%,
Listed Equity,,,,Banco Santander Chile SA,,,2136646,,"34,414","1,605,488",0.00%,
Listed Equity,,,,Banco Santander SA,,,5705946,,"9,805,025","173,894,010",0.06%,
Listed Equity,,,,"Bandai Namco Holdings, Inc.",,,B0JDQD4,,"497,300","19,849,104",0.01%,
Listed Equity,,,,Bangchak Corp. Public Co. Ltd.,,,6360032,,"3,317,700","4,105,848",0.00%,
Listed Equity,,,,Bangkok Bank PCL,,,6368360,,"1,695,800","13,681,594",0.01%,
Listed Equity,,,,Bank Albilad,,,B12LZP7,,"210,809","2,091,890",0.00%,
Listed Equity,,,,Bank Aljazira,,,B12LZQ8,,"625,614","2,788,876",0.00%,
Listed Equity,,,,Bank Hapoalim BM,,,6075808,,"797,855","27,047,934",0.01%,
Listed Equity,,,,Bank Leumi Le-Israel B.M.,,,6076425,,"953,611","31,498,111",0.01%,
Listed Equity,,,,Bank of America Corp.,,,2295677,,"3,044,715","251,119,930",0.09%,
Listed Equity,,,,Bank of Baroda,,,BVF87C6,,"4,275,260","21,106,643",0.01%,
Listed Equity,,,,"Bank of Beijing Co., Ltd.",,,BP3R2W8,,"449,800","529,565",0.00%,
Listed Equity,,,,Bank of China Ltd.,,,B154564,,"43,035,000","37,878,581",0.01%,
Listed Equity,,,,Bank of China Ltd.,,,BP3R239,,"775,200","954,307",0.00%,
Listed Equity,,,,"Bank of Communications Co., Ltd.",,,BP3R2G2,,"1,048,400","1,632,994",0.00%,
Listed Equity,,,,"Bank of Communications Co., Ltd.",,,B0B8Z29,,"10,875,000","13,841,542",0.01%,
Listed Equity,,,,"Bank of Hangzhou Co., Ltd.",,,BYW5MZ9,,"2,794,400","9,173,424",0.00%,
Listed Equity,,,,Bank of Ireland Group Plc,,,BD1RP61,,"640,323","18,466,596",0.01%,
Listed Equity,,,,"Bank of Jiangsu Co., Ltd.",,,BYW5MY8,,"450,500","1,006,579",0.00%,
Listed Equity,,,,Bank of Montreal,,,2076009,,"412,721","80,482,177",0.03%,
Listed Equity,,,,"Bank of Ningbo Co., Ltd.",,,BD5CP06,,"896,570","5,410,725",0.00%,
Listed Equity,,,,Bank of Queensland Ltd.,,,6076243,,"11,031,945","72,038,601",0.03%,
Listed Equity,,,,"Bank of Shanghai Co., Ltd.",,,BD8P9J9,,"1,804,330","3,915,226",0.00%,
Listed Equity,,,,Bank Polska Kasa Opieki SA,,,5473113,,"132,302","11,318,291",0.00%,
Listed Equity,,,,Bankinter SA,,,5474008,,"244,411","6,093,083",0.00%,
Listed Equity,,,,Banque Cantonale Vaudoise,,,BMFY8R3,,"9,600","1,824,377",0.00%,
Listed Equity,,,,Banque Saudi Fransi,,,B12LZT1,,"2,200,450","14,797,401",0.01%,
Listed Equity,,,,Bapcor Ltd.,,,BLD2CY7,,"565,197","1,169,958",0.00%,
Listed Equity,,,,Barclays PLC,,,3134865,,"8,883,236","85,279,143",0.03%,
Listed Equity,,,,Barratt Redrow Plc,,,0081180,,"1,137,789","8,746,030",0.00%,
Listed Equity,,,,Barrick Mining Corp.,,,BNM23Q1,,"1,397,522","91,411,496",0.03%,
Listed Equity,,,,Barry Callebaut AG,,,5476929,,"1,394","3,446,002",0.00%,
Listed Equity,,,,Barwa Real Estate Co.,,,B0YTG26,,"2,108,503","2,271,764",0.00%,
Listed Equity,,,,BASF SE,,,5086577,,"491,217","38,437,590",0.01%,
Listed Equity,,,,"Baxter International, Inc.",,,2085102,,"238,102","6,826,888",0.00%,
Listed Equity,,,,Bayer AG,,,5069211,,"349,149","22,758,117",0.01%,
Listed Equity,,,,Bayerische Motoren Werke AG,,,5756030,,"46,204","7,445,727",0.00%,
Listed Equity,,,,Bayerische Motoren Werke AG,,,5756029,,"231,241","37,932,155",0.01%,
Listed Equity,,,,BB Seguridade Participações SA,,,B9N3SQ0,,"805,651","7,970,147",0.00%,
Listed Equity,,,,"BCE, Inc.",,,B188TH2,,"37,006","1,343,165",0.00%,
Listed Equity,,,,"BDO Unibank, Inc.",,,B5VJH76,,"7,253,471","24,885,449",0.01%,
Listed Equity,,,,BE Semiconductor Industries NV,,,BG0SCK9,,"66,791","15,733,241",0.01%,
Listed Equity,,,,Beach Energy Ltd.,,,6088204,,"15,682,804","18,427,295",0.01%,
Listed Equity,,,,"Becton, Dickinson & Co.",,,2087807,,"107,988","31,427,204",0.01%,
Listed Equity,,,,Bega Cheese Ltd.,,,B56CQJ5,,"1,322,767","8,015,968",0.00%,
Listed Equity,,,,Beiersdorf AG,,,5107401,,"76,147","12,563,369",0.00%,
Listed Equity,,,,Beijer Ref AB,,,BP2NJ48,,"140,966","3,418,924",0.00%,
Listed Equity,,,,"Beijing Yanjing Brewery Co., Ltd.",,,BD5CKK1,,"4,813,193","11,612,683",0.00%,
Listed Equity,,,,BELIMO Holding AG,,,BP0QDP8,,"8,423","12,451,665",0.00%,
Listed Equity,,,,Bellevue Gold Ltd.,,,BFZ31P0,,"22,297,947","38,018,000",0.01%,
Listed Equity,,,,Bendigo & Adelaide Bank Ltd.,,,6091280,,"7,516,512","79,073,706",0.03%,
Listed Equity,,,,"Bentley Systems, Inc.",,,BMC1PR6,,"16,563","947,930",0.00%,
Listed Equity,,,,"Berkshire Hathaway, Inc.",,,2073390,,"375,635","283,141,535",0.10%,
Listed Equity,,,,"Best Buy Co., Inc.",,,2094670,,"239,935","24,423,465",0.01%,
Listed Equity,,,,Bharat Petroleum Corp. Ltd.,,,6099723,,"3,853,423","24,688,209",0.01%,
Listed Equity,,,,Bharti Airtel Ltd.,,,6442327,,"3,512,106","123,382,954",0.05%,
Listed Equity,,,,BHP Group Ltd.,,,6144690,,"60,858,956","2,768,473,908",1.03%,
Listed Equity,,,,"Bilibili, Inc.",,,BLF8533,,"427,440","15,885,625",0.01%,
Listed Equity,,,,BIM Birlesik Magazalar AS,,,B0D0006,,"136,867","2,562,923",0.00%,
Listed Equity,,,,"Biogen, Inc.",,,2455965,,"96,546","25,479,689",0.01%,
Listed Equity,,,,bioMérieux SA,,,BF0LBX7,,"25,326","4,919,813",0.00%,
Listed Equity,,,,BKW AG,,,B76D410,,"14,052","4,479,090",0.00%,
Listed Equity,,,,"BlackRock Finance, Inc.",,,BMZBBT7,,"71,759","115,178,118",0.04%,
Listed Equity,,,,"Blackstone, Inc.",,,BKF2SL7,,"199,501","46,113,945",0.02%,
Listed Equity,,,,"Block, Inc.",,,BYNZGK1,,"147,307","14,378,365",0.01%,
Listed Equity,,,,Bloom Energy Corp.,,,BDD1BB8,,"19,848","2,586,178",0.00%,
Listed Equity,,,,BlueScope Steel Ltd.,,,6533232,,"5,777,581","139,066,375",0.05%,
Listed Equity,,,,"BNK Financial Group, Inc.",,,B3S98W7,,"575,432","9,506,364",0.00%,
Listed Equity,,,,BNP Paribas SA,,,7309681,,"760,305","108,181,227",0.04%,
Listed Equity,,,,BOC Hong Kong (Holdings) Ltd.,,,6536112,,"2,819,889","21,416,354",0.01%,
Listed Equity,,,,Boliden AB,,,BPYTZ57,,"166,366","13,942,411",0.01%,
Listed Equity,,,,Bolloré SE,,,4572709,,"428,628","3,618,970",0.00%,
Listed Equity,,,,"Bombardier, Inc.",,,BN33PL2,,"33,254","8,494,628",0.00%,
Listed Equity,,,,"Booking Holdings, Inc.",,,BDRXDB4,,"8,828","70,895,784",0.03%,
Listed Equity,,,,Booz Allen Hamilton Holding Corp.,,,B5367T7,,"46,227","5,847,956",0.00%,
Listed Equity,,,,Bosch Ltd.,,,B01NFV3,,"16,633","10,001,544",0.00%,
Listed Equity,,,,Bosideng International Holdings Ltd.,,,B24FZ32,,"1,742,000","1,518,000",0.00%,
Listed Equity,,,,Boston Scientific Corp.,,,2113434,,"132,107","18,889,409",0.01%,
Listed Equity,,,,Bouygues SA,,,4002121,,"221,043","17,265,408",0.01%,
Listed Equity,,,,BP Plc,,,0798059,,"9,805,089","85,595,136",0.03%,
Listed Equity,,,,BPER Banca SpA,,,4116099,,"893,142","18,246,726",0.01%,
Listed Equity,,,,Brambles Ltd.,,,B1FJ0C0,,"17,815,121","409,035,178",0.15%,
Listed Equity,,,,Bravura Solutions Ltd.,,,BZBHBM3,,"10,366,988","26,643,159",0.01%,
Listed Equity,,,,Brenntag SE,,,B4YVF56,,"109,897","9,592,318",0.00%,
Listed Equity,,,,Breville Group Ltd.,,,6158709,,"1,891,913","55,754,676",0.02%,
Listed Equity,,,,Bridgestone Corp.,,,6132101,,"680,296","23,207,425",0.01%,
Listed Equity,,,,Bristol Myers Squibb Co.,,,2126335,,"1,093,199","88,426,414",0.03%,
Listed Equity,,,,Britannia Industries Ltd.,,,BGSQG47,,"241,584","24,309,116",0.01%,
Listed Equity,,,,Broadcom Inc.,,,BDZ78H9,,"2,144,148","1,112,828,406",0.41%,
Listed Equity,,,,"Broadridge Financial Solutions, Inc.",,,B1VP7R6,,"71,611","24,070,252",0.01%,
Listed Equity,,,,Brookfield Asset Management Ltd.,,,BPCPYH2,,"337,278","26,529,588",0.01%,
Listed Equity,,,,Brookfield Corp.,,,BPCPYT4,,"1,130,740","77,956,936",0.03%,
Listed Equity,,,,Brookfield Renewable Corp.,,,BSQLLY3,,"47,655","2,744,862",0.00%,
Listed Equity,,,,"Brown & Brown, Inc.",,,2692687,,"80,410","9,610,373",0.00%,
Listed Equity,,,,Brown-Forman Corp.,,,2146838,,"87,468","3,448,483",0.00%,
Listed Equity,,,,BSE Ltd.,,,BD3DWQ6,,"244,840","10,752,586",0.00%,
Listed Equity,,,,BT Group Plc,,,3091357,,"3,971,928","14,941,373",0.01%,
Listed Equity,,,,"Builders FirstSource, Inc.",,,B0BV2M7,,"74,006","11,418,576",0.00%,
Listed Equity,,,,"Bumrungrad Hospital Public Co., Ltd.",,,B0166J7,,"169,200","1,268,450",0.00%,
Listed Equity,,,,Bunge Global SA,,,BQ6BPG9,,"188,125","25,130,352",0.01%,
Listed Equity,,,,Bunzl Plc,,,B0744B3,,"305,690","12,921,968",0.00%,
Listed Equity,,,,Bureau Veritas SA,,,B28DTJ6,,"252,777","12,100,225",0.00%,
Listed Equity,,,,"Burlington Stores, Inc.",,,BF311Y5,,"5,203","2,253,710",0.00%,
Listed Equity,,,,Buzzi SpA,,,5782206,,"56,230","5,149,652",0.00%,
Listed Equity,,,,"BXP, Inc.",,,2019479,,"13,221","1,351,740",0.00%,
Listed Equity,,,,"BYD Co., Ltd.",,,BD5CQ69,,"124,500","2,613,800",0.00%,
Listed Equity,,,,"BYD Co., Ltd.",,,6536651,,"878,300","16,134,685",0.01%,
Listed Equity,,,,"C.H. Robinson Worldwide, Inc.",,,2116228,,"69,410","16,786,313",0.01%,
Listed Equity,,,,"Cadence Design Systems, Inc.",,,2302232,,"142,500","66,795,606",0.02%,
Listed Equity,,,,"CAE, Inc.",,,2162760,,"401,249","18,322,301",0.01%,
Listed Equity,,,,CaixaBank SA,,,B283W97,,"2,154,834","39,639,550",0.01%,
Listed Equity,,,,Caliway Biopharmaceuticals Co. Ltd.,,,BPDZ051,,"178,000","1,316,772",0.00%,
Listed Equity,,,,Cameco Corp.,,,2166160,,"167,012","22,962,938",0.01%,
Listed Equity,,,,Canadian Imperial Bank of Commerce,,,2170525,,"626,149","85,967,644",0.03%,
Listed Equity,,,,Canadian National Railway Co.,,,2180632,,"451,557","67,060,382",0.02%,
Listed Equity,,,,Canadian Pacific Kansas City Ltd.,,,BMBQR09,,"603,448","66,860,339",0.02%,
Listed Equity,,,,Canadian Tire Corp. Ltd.,,,2172286,,"40,128","7,635,906",0.00%,
Listed Equity,,,,Canadian Utilities Ltd.,,,2172639,,"237,269","11,091,429",0.00%,
Listed Equity,,,,Canara Bank,,,BS5WYP9,,"8,170,672","21,117,811",0.01%,
Listed Equity,,,,"Canon, Inc.",,,6172323,,"810,393","36,478,204",0.01%,
Listed Equity,,,,"Capcom Co., Ltd.",,,6173694,,"288,200","10,066,626",0.00%,
Listed Equity,,,,Capgemini SE,,,4163437,,"135,215","33,875,335",0.01%,
Listed Equity,,,,Capital One Financial Corp.,,,2654461,,"280,489","101,940,937",0.04%,
Listed Equity,,,,CapitaLand Ascendas REIT,,,6563875,,"2,334,419","7,703,643",0.00%,
Listed Equity,,,,CapitaLand Integrated Commercial Trust,,,6420129,,"3,484,957","9,712,392",0.00%,
Listed Equity,,,,CapitaLand Investment Ltd.,,,BNHXFJ6,,"1,337,000","4,225,047",0.00%,
Listed Equity,,,,Capitec Bank Holdings Ltd.,,,6440859,,"96,887","36,439,254",0.01%,
Listed Equity,,,,Capricorn Metals Ltd.,,,BDD98W2,,"2,276,444","32,735,265",0.01%,
Listed Equity,,,,CAR Group Ltd.,,,BW0BGZ3,,"4,213,627","129,611,167",0.05%,
Listed Equity,,,,"Cardinal Health, Inc.",,,2175672,,"21,156","6,519,544",0.00%,
Listed Equity,,,,"Carlisle Cos., Inc.",,,2176318,,"32,891","15,776,434",0.01%,
Listed Equity,,,,Carlsberg A/S,,,4169219,,"71,961","14,171,953",0.01%,
Listed Equity,,,,Carrefour SA,,,5641567,,"663,204","16,621,051",0.01%,
Listed Equity,,,,Carrier Global Corp.,,,BK4N0D7,,"207,628","16,452,071",0.01%,
Listed Equity,,,,Carvana Co.,,,BYQHPG3,,"11,693","7,399,985",0.00%,
Listed Equity,,,,Catalyst Metals Ltd.,,,B17P5V0,,"3,576,694","26,324,468",0.01%,
Listed Equity,,,,"Catcher Technology Co., Ltd.",,,6186669,,"281,000","2,825,531",0.00%,
Listed Equity,,,,"Caterpillar, Inc.",,,2180201,,"260,347","223,655,973",0.08%,
Listed Equity,,,,"Cathay Financial Holdings Co., Ltd.",,,6425663,,"1,836,627","6,644,295",0.00%,
Listed Equity,,,,"Cboe Global Markets, Inc.",,,B5834C5,,"60,675","22,837,857",0.01%,
Listed Equity,,,,"CBRE Group, Inc.",,,B6WVMH3,,"99,228","23,925,726",0.01%,
Listed Equity,,,,"CCL Industries, Inc.",,,2159795,,"116,347","11,035,395",0.00%,
Listed Equity,,,,CD Projekt SA,,,7302215,,"15,267","1,534,686",0.00%,
Listed Equity,,,,CDW Corp.,,,BBM5MD6,,"84,275","17,212,649",0.01%,
Listed Equity,,,,"Celestica, Inc.",,,BSCB6L9,,"102,498","45,526,654",0.02%,
Listed Equity,,,,Cellnex Telecom SA,,,BX90C05,,"178,139","8,605,800",0.00%,
Listed Equity,,,,CEMEX SAB de CV,,,2488671,,"1,620,734","27,925,671",0.01%,
Listed Equity,,,,"Cencora, Inc.",,,2795393,,"16,344","8,278,003",0.00%,
Listed Equity,,,,Cencosud SA,,,B00R3L2,,"1,757,997","8,465,189",0.00%,
Listed Equity,,,,Centene Corp.,,,2807061,,"294,462","18,170,670",0.01%,
Listed Equity,,,,"CenterPoint Energy, Inc.",,,2440637,,"63,784","3,667,209",0.00%,
Listed Equity,,,,Central Japan Railway Co.,,,6183552,,"617,300","25,613,200",0.01%,
Listed Equity,,,,Centrica Plc,,,B033F22,,"3,039,485","10,394,607",0.00%,
Listed Equity,,,,Centuria Capital Group,,,6518745,,"1,590,068","3,299,391",0.00%,
Listed Equity,,,,CEZ as,,,5624030,,"92,670","8,743,850",0.00%,
Listed Equity,,,,"CF Industries Holdings, Inc.",,,B0G4K50,,"94,730","10,986,606",0.00%,
Listed Equity,,,,"CGI, Inc.",,,BJ2L575,,"260,065","36,070,010",0.01%,
Listed Equity,,,,Challenger Ltd.,,,6726300,,"7,160,845","67,383,551",0.02%,
Listed Equity,,,,Champion Iron Ltd.,,,BLD1SB3,,"771,874","4,685,275",0.00%,
Listed Equity,,,,Chang Hwa Commercial Bank Ltd.,,,6187855,,"14,984,801","14,625,241",0.01%,
Listed Equity,,,,Charoen Pokphand Foods Public Co. Ltd.,,,B5L2DG6,,"853,554","885,686",0.00%,
Listed Equity,,,,Charoen Pokphand Foods Public Co. Ltd.,,,6410874,,"17,784,100","18,453,585",0.01%,
Listed Equity,,,,"Charter Communications, Inc.",,,BZ6VT82,,"61,968","19,398,395",0.01%,
Listed Equity,,,,Charter Hall Retail REIT,,,6225595,,"4,909,545","20,296,059",0.01%,
Listed Equity,,,,Check Point Software Technologies Ltd.,,,2181334,,"73,716","20,512,471",0.01%,
Listed Equity,,,,Chemical Works of Gedeon Richter Plc,,,BC9ZH86,,"85,483","3,868,297",0.00%,
Listed Equity,,,,"Cheng Shin Rubber Ind. Co., Ltd.",,,6190228,,"1,211,000","1,705,002",0.00%,
Listed Equity,,,,"Cheniere Energy, Inc.",,,2654364,,"20,406","5,948,448",0.00%,
Listed Equity,,,,Chevron Corp.,,,2838555,,"541,039","123,655,626",0.05%,
Listed Equity,,,,"Chicony Electronics Co., Ltd.",,,6140579,,"407,000","2,272,684",0.00%,
Listed Equity,,,,China Airlines Ltd.,,,6189657,,"11,025,000","10,628,910",0.00%,
Listed Equity,,,,China CITIC Bank Corp. Ltd.,,,B1W0JF2,,"10,775,000","14,407,004",0.01%,
Listed Equity,,,,China Construction Bank Corp.,,,B0LMTQ3,,"48,137,000","73,026,730",0.03%,
Listed Equity,,,,China Construction Bank Corp.,,,BP3R3L4,,"569,900","1,136,230",0.00%,
Listed Equity,,,,China Everbright Bank Co. Ltd.,,,BP3R2P1,,"915,000","686,066",0.00%,
Listed Equity,,,,China Everbright Bank Co. Ltd.,,,B5NRRJ0,,"5,018,000","3,519,078",0.00%,
Listed Equity,,,,China Feihe Ltd.,,,BK0SBL1,,"4,483,000","3,506,644",0.00%,
Listed Equity,,,,"China Galaxy Securities Co., Ltd.",,,B92NYF2,,"2,843,000","5,493,824",0.00%,
Listed Equity,,,,China Hongqiao Group Ltd.,,,B44ZV94,,"404,500","2,542,140",0.00%,
Listed Equity,,,,China Jushi Co. Ltd.,,,BP3RDW5,,"1,643,833","6,039,115",0.00%,
Listed Equity,,,,China Lesso Group Holdings Ltd.,,,BCDBKF8,,"2,048,000","1,830,817",0.00%,
Listed Equity,,,,China Life Insurance Co. Ltd.,,,6718976,,"5,730,000","30,226,299",0.01%,
Listed Equity,,,,"China Mengniu Dairy Co., Ltd.",,,B01B1L9,,"3,593,000","10,321,238",0.00%,
Listed Equity,,,,"China Merchants Bank Co., Ltd.",,,BP3R273,,"474,600","4,292,688",0.00%,
Listed Equity,,,,"China Merchants Bank Co., Ltd.",,,B1DYPZ5,,"309,000","3,143,325",0.00%,
Listed Equity,,,,"China Merchants Port Holdings Co., Ltd.",,,6416139,,"238,000","694,224",0.00%,
Listed Equity,,,,"China Merchants Securities Co., Ltd.",,,BP3R303,,"133,000","475,472",0.00%,
Listed Equity,,,,"China Minsheng Banking Corp., Ltd.",,,B57JY24,,"6,545,000","4,955,633",0.00%,
Listed Equity,,,,"China Minsheng Banking Corp., Ltd.",,,BP3R2C8,,"965,800","794,704",0.00%,
Listed Equity,,,,China Overseas Land & Investment Ltd.,,,6192150,,"357,500","843,741",0.00%,
Listed Equity,,,,"China Pacific Insurance (Group) Co., Ltd.",,,BP3R2K6,,"96,700","870,690",0.00%,
Listed Equity,,,,"China Pacific Insurance (Group) Co., Ltd.",,,B2Q5H56,,"1,076,800","7,302,551",0.00%,
Listed Equity,,,,China Reinsurance (Group) Corp.,,,BYYN347,,"14,692,000","4,755,401",0.00%,
Listed Equity,,,,China Resources Land Ltd.,,,6193766,,"168,500","883,010",0.00%,
Listed Equity,,,,China Resources Pharmaceutical Group Ltd.,,,BYNGG26,,"3,200,500","2,743,941",0.00%,
Listed Equity,,,,China Tourism Group Duty Free Corp. Ltd.,,,BP3R466,,"47,000","954,827",0.00%,
Listed Equity,,,,"Chipotle Mexican Grill, Inc.",,,B0X7DZ3,,"742,987","41,224,442",0.02%,
Listed Equity,,,,Chocoladefabriken Lindt & Sprüngli AG,,,5962280,,512,"11,232,153",0.00%,
Listed Equity,,,,Chocoladefabriken Lindt & Sprüngli AG,,,5962309,,62,"13,660,113",0.01%,
Listed Equity,,,,"Chongqing Rural Commercial Bank Co., Ltd.",,,B4Q1Y57,,"3,451,000","4,088,999",0.00%,
Listed Equity,,,,Chow Tai Fook Jewellery Group Ltd.,,,B4R39F7,,"1,222,000","2,917,020",0.00%,
Listed Equity,,,,"Chroma Ate, Inc.",,,6212100,,"50,000","1,849,398",0.00%,
Listed Equity,,,,Chubb Ltd.,,,B3BQMF6,,"244,711","114,891,160",0.04%,
Listed Equity,,,,"Chubu Electric Power Co., Inc.",,,6195609,,"480,400","11,085,581",0.00%,
Listed Equity,,,,"Chugai Pharmaceutical Co., Ltd.",,,6196408,,"549,500","43,925,659",0.02%,
Listed Equity,,,,"Church & Dwight Co., Inc.",,,2195841,,"118,688","14,923,879",0.01%,
Listed Equity,,,,Ciena Corp.,,,B1FLZ21,,"48,168","16,892,930",0.01%,
Listed Equity,,,,CIMB Group Holdings Bhd.,,,6075745,,"4,155,371","12,668,452",0.00%,
Listed Equity,,,,Cincinnati Financial Corp.,,,2196888,,"53,488","13,169,670",0.00%,
Listed Equity,,,,Cintas Corp.,,,2197137,,"209,869","59,188,817",0.02%,
Listed Equity,,,,"Cisco Systems, Inc.",,,2198163,,"3,852,434","445,007,110",0.16%,
Listed Equity,,,,CITIC Ltd.,,,6196152,,"7,134,000","16,575,908",0.01%,
Listed Equity,,,,"CITIC Securities Co., Ltd.",,,BP3R2J5,,"282,790","1,744,282",0.00%,
Listed Equity,,,,"Citigroup, Inc.",,,2297907,,"980,081","171,501,315",0.06%,
Listed Equity,,,,"Citizens Financial Group, Inc. (Rhode Island)",,,BQRX1X3,,"265,223","23,231,125",0.01%,
Listed Equity,,,,CJ Corp.,,,6189516,,"3,240","580,119",0.00%,
Listed Equity,,,,CK Asset Holdings Ltd.,,,BYZQ077,,"1,180,740","8,944,678",0.00%,
Listed Equity,,,,CK Hutchison Holdings Ltd.,,,BW9P816,,"2,252,500","22,978,818",0.01%,
Listed Equity,,,,CK Infrastructure Holdings Ltd.,,,BYVS6J1,,"524,000","5,815,013",0.00%,
Listed Equity,,,,Clarity Pharmaceuticals Ltd.,,,BMCHJF0,,"537,896","1,818,088",0.00%,
Listed Equity,,,,Cleanaway Waste Management Ltd.,,,BYQ8KW7,,"22,179,962","57,446,102",0.02%,
Listed Equity,,,,"Cloudflare, Inc.",,,BJXC5M2,,"27,968","8,268,563",0.00%,
Listed Equity,,,,"CME Group, Inc.",,,2965839,,"117,022","47,921,373",0.02%,
Listed Equity,,,,CMOC Group Ltd.,,,B1VRCG6,,"5,889,000","21,829,487",0.01%,
Listed Equity,,,,CMOC Group Ltd.,,,BP3R574,,"469,900","2,019,087",0.00%,
Listed Equity,,,,CMS Energy Corp.,,,2219224,,"132,982","13,945,312",0.01%,
Listed Equity,,,,CNH Industrial NV,,,BDX85Z1,,"817,826","11,307,424",0.00%,
Listed Equity,,,,CNOOC Energy Technology & Services Ltd.,,,BK4XS88,,"2,113,500","1,743,625",0.00%,
Listed Equity,,,,Coca-Cola Europacific Partners plc,,,BYQQ3P5,,"75,397","10,254,942",0.00%,
Listed Equity,,,,Cochlear Ltd.,,,6211798,,"816,836","212,916,472",0.08%,
Listed Equity,,,,Codan Ltd.,,,6712611,,"1,741,879","49,521,620",0.02%,
Listed Equity,,,,COG Financial Services Ltd.,,,BD2ZF42,,"4,928,150","10,299,834",0.00%,
Listed Equity,,,,Cognizant Technology Solutions Corp.,,,2257019,,"568,265","70,729,542",0.03%,
Listed Equity,,,,"Coinbase Global, Inc.",,,BMC9P69,,"18,340","6,219,401",0.00%,
Listed Equity,,,,Coles Group Ltd.,,,BYWR0T5,,"15,668,219","335,926,615",0.12%,
Listed Equity,,,,Colgate-Palmolive Co.,,,2209106,,"206,492","24,468,768",0.01%,
Listed Equity,,,,Coloplast A/S,,,B8FMRX8,,"76,487","9,854,631",0.00%,
Listed Equity,,,,Comcast Corp.,,,2044545,,"3,546,798","158,976,970",0.06%,
Listed Equity,,,,"Comfort Systems USA, Inc.",,,2036047,,"21,742","30,429,019",0.01%,
Listed Equity,,,,Commercial Bank of Qatar,,,6150448,,"277,591","480,182",0.00%,
Listed Equity,,,,Commercial International Bank - Egypt (CIB) SAE,,,6243898,,"544,776","1,764,041",0.00%,
Listed Equity,,,,Commercial International Bank - Egypt (CIB) SAE,,,5668287,,"1,182,519","3,794,842",0.00%,
Listed Equity,,,,Commerzbank AG,,,B90LKT4,,"373,530","23,748,662",0.01%,
Listed Equity,,,,Commonwealth Bank of Australia,,,6215035,,"20,258,899","3,252,971,412",1.20%,
Listed Equity,,,,Compagnie de Saint-Gobain SA,,,7380482,,"444,198","68,030,330",0.03%,
Listed Equity,,,,Compagnie Financière Richemont SA,,,BCRWZ18,,"293,333","95,526,795",0.04%,
Listed Equity,,,,Compagnie Générale des Établissements Michelin SCA,,,BPBPJ01,,"452,196","22,546,183",0.01%,
Listed Equity,,,,"Compal Electronics, Inc.",,,6225744,,"14,870,716","21,575,666",0.01%,
Listed Equity,,,,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,,,B1YCHL8,,"167,979","6,249,249",0.00%,
Listed Equity,,,,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,,,2945927,,"224,105","8,170,896",0.00%,
Listed Equity,,,,Companhia Energética de Minas Gerais SA,,,B1YBRG0,,"6,237,384","20,647,677",0.01%,
Listed Equity,,,,Companhia Paranaense de Energia,,,2192831,,"1,088,700","3,896,970",0.00%,
